account_id,customer_name,residential_loc
2008,Karen Keith,"(47.773398, -168.877131)"
2009,Blake Orr,"(44.4628325, 90.856607)"
2010,Kathryn Lester,"(-74.739425, 31.422815)"
2011,Megan Oliver,"(-53.7748745, -90.341877)"
2012,Peter Thompson,"(-77.0226305, 71.828370)"
2013,Dr. Rhonda Martinez,"(-48.148387, -108.976817)"
2014,William Graham,"(-25.0586015, 146.937797)"
2015,Lori Flowers MD,"(8.5670425, 128.091158)"
2016,Suzanne Jones,"(-15.032137, 68.251909)"
2017,James Nguyen,"(-24.0215385, 64.246287)"
2018,Jimmy Marks,"(-42.984872, -121.010675)"
2019,Lisa Mills,"(-23.3703465, -92.980257)"
2020,Jason Hernandez,"(81.835231, 145.349545)"
2021,Olivia Ayers,"(-78.652283, -143.989908)"
2022,Kristine Garcia,"(11.314279, -107.036960)"
2023,Joseph Cooper,"(-89.8460815, -25.809335)"
2024,James Washington,"(33.6877305, 103.947295)"
2025,Amanda Hill,"(41.521701, 32.073093)"
2026,Lee Steele,"(57.724259, 110.698930)"
2027,Steve Rivera,"(18.4206675, 101.884492)"
2028,Patrick Mccall,"(35.2574085, 167.545131)"
2029,Alicia Roth,"(49.4941355, 10.017667)"
2030,Douglas Vasquez,"(72.5422755, 130.027853)"
2031,Annette Melton,"(18.7696755, -45.014647)"
2032,William Ramos,"(50.518019, 38.870617)"
2033,Debra Butler,"(-45.199323, 90.127967)"
2034,Chelsea Lewis,"(44.144364, -112.225502)"
2035,Natalie Malone,"(-80.224473, -68.925157)"
2036,Samantha Robertson,"(-70.292256, 142.014215)"
2037,Eric Hunter,"(8.6503695, -19.775075)"
2038,Samuel Suarez,"(-58.9859885, 144.482499)"
2039,Corey Whitaker,"(20.706273, 25.391930)"
2040,Danielle Bryant,"(10.916758, -19.197517)"
2041,Michele Hill,"(10.293773, -167.181751)"
2042,Kathy Reid,"(-5.564922, 81.575101)"
2043,Andre Watson,"(-36.661111, -171.387761)"
2044,Cassandra Harrell,"(-32.133253, 53.827434)"
2045,Hannah Martin,"(81.383602, -100.988618)"
2046,Nicole Barker,"(30.779965, 136.984645)"
2047,James Martin,"(-52.4606125, 168.467511)"
2048,Traci Vincent,"(-8.939971, 32.794569)"
2049,Megan Adams,"(-24.3697365, -103.595039)"
2050,Alejandro Deleon,"(-85.6035535, -58.091926)"
2051,Alexa Buck,"(27.8501555, -44.214636)"
2052,Lindsay Smith,"(40.6678935, 34.339907)"
2053,Robert Torres,"(35.1846195, 69.754873)"
2054,Maria Coleman,"(9.741788, -70.106593)"
2055,Gregory King,"(34.365961, -109.984458)"
2056,Michael Holloway,"(21.615468, -152.433690)"
2057,Brian Hunt,"(-24.1350655, -101.865168)"
2058,Sarah Brooks,"(81.8048315, -125.623113)"
2059,Lisa Evans,"(-10.6993115, 20.808857)"
2060,Arthur Mcneil,"(-75.7408845, 8.202841)"
2061,Shannon Green,"(34.8464895, 27.531126)"
2062,Stephanie Evans,"(85.4043205, 52.670370)"
2063,Ralph Yoder,"(-69.0288895, 141.175756)"
2064,Rebekah Greene,"(-11.0931185, 10.468047)"
2065,Melanie Griffith,"(47.589680, 116.141605)"
2066,Yolanda Green,"(38.0727315, -158.243621)"
2067,James Johnson,"(38.7036645, -143.623960)"
2068,Laura Lee,"(4.618782, -2.052862)"
2069,Courtney Nichols,"(-38.0632955, -13.386529)"
2070,Susan Powers,"(46.020958, -90.908741)"
2071,Sarah Pittman,"(-87.0321295, -125.613510)"
2072,Catherine Davis,"(-50.824791, 121.501395)"
2073,David Stokes,"(-17.627490, -147.848432)"
2074,Catherine Frazier,"(-83.374071, 93.539331)"
2075,Brandon Kelly,"(-31.2948305, 158.590798)"
2076,Elizabeth French,"(49.8793085, 19.322150)"
2077,David Carter,"(-83.5200085, 60.710720)"
2078,Julie Delacruz,"(18.2900995, -0.663141)"
2079,Terry Jones,"(74.531081, 67.116834)"
2080,Kathryn Dillon,"(3.1271705, 153.811663)"
2081,Edwin Brown,"(-2.3438325, -27.030890)"
2082,Brenda Gonzalez,"(8.7755335, -152.664493)"
2083,Keith Knox,"(48.780464, 134.402971)"
2084,Eugene Baldwin,"(-56.902501, 55.363048)"
2085,Katherine Welch,"(40.8668015, 52.684243)"
2086,Mark Smith,"(47.968212, -160.588937)"
2087,Philip Jackson,"(88.863916, 114.199753)"
2088,Katherine Gallagher,"(62.0285745, 91.628624)"
2089,Lucas Schultz,"(-71.9371995, -97.681581)"
2090,Vincent Reyes,"(11.4484675, -2.750964)"
2091,Curtis Watson,"(87.332826, 56.148823)"
2092,Frank Whitaker,"(80.5114605, -36.598638)"
2093,Michael Sims,"(-51.3583195, -103.650924)"
2094,Michael Cooper,"(-37.2969265, -129.969214)"
2095,James Chapman,"(75.5909485, 26.099127)"
2096,Rodney Evans,"(-15.976285, 31.741570)"
2097,Nicholas Carlson,"(-30.8804335, -157.509591)"
2098,Stephen Cowan,"(-78.185237, -17.376275)"
2099,Steven Howard,"(-86.7479775, -108.627296)"
2100,Travis Hull,"(-37.7910635, 44.613837)"
2101,Darryl Acosta,"(62.818931, -76.027293)"
2102,Nicholas Lawrence,"(22.095707, -98.585432)"
2103,Jacob Santos,"(24.5981815, 113.698439)"
2104,Shawn Scott,"(62.521491, -43.018525)"
2105,Amber Vang,"(-33.463202, -179.695606)"
2106,Martha Smith,"(-72.221986, -92.279891)"
2107,Jennifer James,"(-79.944142, -37.456647)"
2108,Kara Hernandez,"(39.5642845, -144.518698)"
2109,Lorraine Turner,"(-31.187281, 71.420196)"
2110,Mary Nelson,"(-45.546034, 84.936259)"
2111,Breanna Rivas,"(-59.3347335, -137.066687)"
2112,Nathan Wilson,"(89.6952945, 66.749242)"
2113,Brian Gonzalez,"(2.002798, 151.141093)"
2114,Dennis Mills,"(9.889230, 71.752888)"
2115,Michael Phillips,"(-20.721275, 129.797844)"
2116,Jon Clark,"(59.939612, 114.165185)"
2117,Erin Smith,"(-1.2552745, 159.047147)"
2118,Susan Conley,"(88.4938745, -4.693893)"
2119,Brittany Davis,"(51.387412, -96.463786)"
2120,Misty Garcia,"(89.2482755, 136.635503)"
2121,David Hinton,"(49.5993975, -30.232014)"
2122,John Garcia,"(69.410481, -48.307423)"
2123,Andrew Roberts,"(-29.280198, -168.067940)"
2124,Emily Rodgers,"(26.466994, 79.521234)"
2125,Peter Williams,"(-16.934947, -3.823866)"
2126,Mary Jackson,"(46.5893625, -18.633276)"
2127,Jeffrey Howell,"(43.915569, 37.276538)"
2128,Anna Briggs,"(-76.232868, 137.662677)"
2129,James Rivers,"(-9.377427, -41.679354)"
2130,James Jefferson,"(-61.4124825, -100.558155)"
2131,Mariah Robles,"(58.985459, -59.942129)"
2132,Michael Brown,"(-31.225372, -46.459794)"
2133,Caitlin Perry,"(34.6473535, -97.720103)"
2134,Rebekah Gregory,"(-63.533007, 111.096386)"
2135,James Howard,"(45.786372, 14.880332)"
2136,Michael Roberson,"(20.768555, 34.668212)"
2137,Bianca Knapp,"(22.552713, 124.176493)"
2138,Jason Williams,"(-1.090651, -19.430216)"
2139,Ernest Bush,"(-68.2220455, -49.811924)"
2140,Patricia Ray,"(-46.393875, 154.501794)"
2141,Vanessa Santiago,"(39.1640735, 175.882247)"
2142,Joseph Haynes,"(-72.1972005, -11.445619)"
2143,Matthew Wright,"(-74.725207, 53.873544)"
2144,Michael Cruz,"(18.964582, 52.018274)"
2145,Kristin Huerta,"(-48.6486075, 42.384224)"
2146,Mason Moore,"(37.016715, -163.574158)"
2147,Sarah Booth,"(-0.400044, 18.846303)"
2148,John Allen,"(-58.263841, -14.639780)"
2149,Amber Walker,"(-26.7345085, 81.198412)"
2150,Jennifer Young,"(42.032871, 32.785925)"
2151,Robert West,"(67.9536575, -65.094286)"
2152,Jillian Wilson,"(18.801640, 50.911201)"
2153,Matthew Garcia MD,"(-26.887783, -26.203882)"
2154,April Davis,"(-24.706868, 147.798735)"
2155,Lisa Torres,"(-45.7364895, 0.448373)"
2156,Christine Powers,"(-47.2672225, 141.039229)"
2157,Heidi Brown,"(-2.183247, 138.603919)"
2158,Jesse Castro,"(11.159269, -135.505011)"
2159,Kara Sandoval,"(-62.979331, -135.925656)"
2160,Ashley Malone,"(-67.905010, -175.442039)"
2161,Glenn Gallegos,"(-49.722267, 110.109176)"
2162,Dorothy Boyd,"(25.0360335, 84.488635)"
2163,Amber Martin,"(-65.2193695, 167.876117)"
2164,Mitchell Griffith,"(-49.227963, -152.427494)"
2165,Levi Lopez,"(-89.439705, 72.977947)"
2166,Jenna Bryant,"(-42.333091, -162.452573)"
2167,Michelle Rodriguez,"(-54.1683495, -23.543456)"
2168,Timothy Monroe,"(8.453263, 11.797402)"
2169,Patricia Hayes,"(88.7936445, 127.088690)"
2170,Tina Taylor,"(-66.506478, -158.294398)"
2171,Mr. Anthony Mcconnell PhD,"(-45.6486745, -13.694898)"
2172,Mr. Thomas Thompson,"(-1.3782515, -126.328310)"
2173,Monica Anderson,"(-79.5465215, 132.922460)"
2174,Kyle Andrade,"(-67.8954705, -158.786233)"
2175,Janice Petty,"(74.9169055, -179.885588)"
2176,Pamela Hill,"(-38.393782, -88.767171)"
2177,Tracy Chavez,"(14.921799, 83.260068)"
2178,Jason Graves,"(-61.1328615, -36.478142)"
2179,Elizabeth Miles,"(69.281589, -23.540552)"
2180,Michelle Walls,"(75.204597, 102.441073)"
2181,Christina Weber,"(-70.757659, 148.960653)"
2182,Gregory Chambers,"(-13.644916, -105.581097)"
2183,Miss Tina Gordon,"(-72.567125, 68.215053)"
2184,Erica Wilson,"(72.7169105, -40.423107)"
2185,John Duncan,"(-47.7498585, 165.457118)"
2186,Jennifer Adkins,"(48.2151235, -128.395866)"
2187,Donna Boone,"(43.255526, 145.603399)"
2188,Kelly Johnson,"(-29.926317, -27.691319)"
2189,Michael Gonzalez,"(-81.4010095, 31.201513)"
2190,Candace Mitchell,"(0.9077085, 177.023763)"
2191,Ryan Vaughn,"(-46.2969585, 73.757568)"
2192,Paul Johnson,"(31.4693125, 12.603471)"
2193,Ashley Parrish,"(46.6003285, -15.503417)"
2194,Sharon Newton,"(-11.1730515, 170.839459)"
2195,Cynthia Mueller,"(17.6678585, 44.395719)"
2196,Donna Beck,"(-26.8840905, -13.931818)"
2197,Jasmine Frye,"(88.846562, -4.652777)"
2198,Emily Arnold,"(-33.4816435, -50.785222)"
2199,David Oliver,"(33.825722, -100.156068)"
2200,Sheila Greer,"(-48.333696, -160.244412)"
2201,Michele Holland,"(-68.671964, -148.459861)"
2202,Kimberly Morrison,"(67.7549795, -116.800554)"
2203,Tracey Phillips,"(-50.357460, -122.192697)"
2204,Michael Lopez,"(30.506096, -112.295347)"
2205,Jose Bennett,"(-49.9153875, -140.571043)"
2206,Justin Anderson,"(-14.1736255, -1.367903)"
2207,Dawn Rivera,"(-4.1139715, 130.993376)"
2208,Brittney Hernandez,"(-25.775730, 78.555294)"
2209,Anthony Randolph,"(26.859305, 40.052954)"
2210,Mary Henry,"(-57.0848465, 165.911844)"
2211,Heather Bowers,"(89.3871855, 116.417292)"
2212,Daniel White,"(67.7516785, -17.571856)"
2213,Jonathan Perry,"(-33.6897915, 74.062497)"
2214,Anna Walker,"(86.1424255, -161.834367)"
2215,Gary Ward,"(7.7666995, -95.963081)"
2216,Paul Moreno,"(14.903041, -77.195338)"
2217,Samantha Zavala MD,"(2.633222, -144.536801)"
2218,Jill Conway,"(-76.870235, -163.153256)"
2219,Lisa Haley,"(-22.3054205, 29.142934)"
2220,Erica Moon,"(-39.920014, 87.156054)"
2221,Janice Fernandez,"(34.420892, 173.437930)"
2222,Thomas Short,"(16.700310, -6.279533)"
2223,Robert Griffin,"(30.691868, -108.648110)"
2224,Steven Lee,"(-2.246253, 46.746570)"
2225,Tiffany Jackson,"(86.7391975, -10.999280)"
2226,Kimberly Smith,"(62.0871365, -81.236215)"
2227,Michael Ayala,"(-88.003190, -91.857005)"
2228,Jessica Garcia,"(-22.729973, 43.231483)"
2229,Michele Cherry,"(-64.977431, 81.399333)"
2230,Maria Case,"(-0.193235, -100.453029)"
2231,Brittany Stevens,"(-78.7188735, -104.655007)"
2232,Brandon Brown,"(-25.5692155, 95.299034)"
2233,Kristin Andrews,"(72.1140335, 85.943108)"
2234,David Hughes,"(-15.4119055, -71.414967)"
2235,Jessica Smith,"(-41.543932, 44.342353)"
2236,Kimberly May,"(-79.6789025, -175.047292)"
2237,Nicole Richards,"(79.5271805, 13.664119)"
2238,Angel Reilly,"(2.0634265, 150.109538)"
2239,Richard Turner,"(10.1328395, 1.022038)"
2240,Preston Kim,"(-89.2652085, -123.844777)"
2241,Matthew Wells,"(39.6001985, 89.013610)"
2242,Brandy Myers,"(-35.853017, -66.687077)"
2243,Kimberly Choi,"(-50.323671, -1.480802)"
2244,Michael Sloan,"(86.809210, 91.109684)"
2245,Monica Brooks,"(-16.597389, 105.008179)"
2246,Kristen Peters,"(14.875098, 103.862524)"
2247,Aaron Carlson,"(68.5078615, 148.813989)"
2248,Theresa Torres,"(74.3427655, -74.418424)"
2249,Stephanie Cooper,"(26.752689, -158.833739)"
2250,Matthew Hunt,"(32.125380, 137.277364)"
2251,Daniel Davenport,"(56.867261, -24.203668)"
2252,Christopher Marsh,"(54.6309425, 65.047411)"
2253,Sarah Randolph,"(-78.0509545, -27.267920)"
2254,Julia Dunn MD,"(-0.716915, -170.382011)"
2255,Brett Swanson,"(19.343504, 136.388907)"
2256,Mr. Carl Rios,"(78.320500, -146.285329)"
2257,Manuel Mccullough,"(37.377339, 44.006765)"
2258,Jerry Jensen,"(34.4313965, 146.825783)"
2259,Kevin Cunningham,"(63.5176075, -56.012223)"
2260,Eugene Patterson,"(-5.394635, 137.233622)"
2261,David Walker,"(-30.165860, 61.200714)"
2262,Jessica Larsen,"(-18.9449995, -18.787060)"
2263,Nicholas Humphrey,"(85.0345985, -159.217476)"
2264,Ian Torres,"(-28.401332, 178.861817)"
2265,Casey Obrien,"(65.575452, -43.558597)"
2266,Shannon Taylor,"(15.981694, -37.532760)"
2267,Deborah Mercado,"(-88.849750, 104.940381)"
2268,Bernard Smith,"(-28.468997, -158.233026)"
2269,Amanda Perkins,"(-30.460765, 61.189220)"
2270,Kevin Escobar,"(-25.849304, 33.127112)"
2271,Kimberly Lutz,"(-89.395910, 50.860270)"
2272,Reginald Diaz,"(-77.1785145, -139.141059)"
2273,Raymond Quinn,"(-16.5467435, 107.364252)"
2274,John Dixon,"(56.712304, 43.743671)"
2275,Jonathan Bates,"(-85.6128505, 89.375964)"
2276,Renee Mendez,"(81.8039665, -15.607913)"
2277,Jose Griffin,"(71.1270325, 176.114098)"
2278,Travis Hopkins,"(-76.2572605, 86.629206)"
2279,Nancy Webb,"(65.7398755, -65.423936)"
2280,Daniel Freeman,"(53.3686945, 175.026604)"
2281,Jacob Williams,"(58.2728095, -25.618938)"
2282,Terry Ward,"(-58.895940, -53.924776)"
2283,Jesse Williams,"(14.428510, 121.052894)"
2284,Mrs. Michele Boyd,"(-1.7954945, -84.846762)"
2285,Sandy Baker,"(56.3143035, 172.242367)"
2286,Carrie Valdez,"(-36.243899, -172.370339)"
2287,Matthew Houston,"(25.2931595, -137.223796)"
2288,Jamie Solomon,"(-1.7451785, 167.271180)"
2289,Heather Parrish,"(-24.0732425, 77.625303)"
2290,Mr. Larry Shaw,"(-84.4458285, -126.602852)"
2291,Christopher Jones,"(-55.1362805, -41.383570)"
2292,Christine Lopez,"(-44.628334, 172.969630)"
2293,Mitchell Wilson,"(-11.5318525, -41.974522)"
2294,Robert Cortez,"(21.5552385, -93.101286)"
2295,Mr. Daniel Martin,"(24.4741375, -70.428230)"
2296,Alison Williams,"(-46.0014685, 14.041055)"
2297,Candace Soto,"(-63.7995425, -24.963219)"
2298,Kenneth Brown,"(-6.921261, 111.155584)"
2299,Christopher Mullen,"(57.2853445, 163.072650)"
2300,Kristy Smith,"(-71.588073, -139.076601)"
2301,Mary Campbell,"(-48.2398675, -114.801924)"
2302,Jerry Haney,"(-89.1065885, -51.391811)"
2303,Carolyn Greer,"(-72.2880195, -35.017419)"
2304,Rebecca Hoover,"(-41.957979, -119.134537)"
2305,Matthew Baker,"(31.142665, 1.209952)"
2306,Grace Chavez,"(-57.4014555, 88.684064)"
2307,Crystal Cruz,"(53.5034175, 69.804545)"
2308,Dale Heath,"(47.1113545, -114.449398)"
2309,Jennifer Hernandez,"(39.1823815, 178.628896)"
2310,John Mendez,"(74.9176185, -30.588522)"
2311,Richard Gordon,"(-67.647889, 11.265127)"
2312,John Anderson,"(-65.2958575, 9.644368)"
2313,Samantha Prince,"(-42.6483775, 28.241853)"
2314,Marie Boyd,"(-39.1851255, 112.758096)"
2315,Andrew Moreno,"(-22.817071, -170.214163)"
2316,Robert Clarke,"(76.521778, -133.601364)"
2317,Kevin Figueroa,"(-72.9723395, -92.870076)"
2318,Melissa Davis,"(-50.858637, 3.664178)"
2319,John Hall,"(-46.9591055, 100.293167)"
2320,Diane Mcdowell,"(53.5617595, -75.755539)"
2321,Colin Fletcher,"(38.4974635, 159.071700)"
2322,Laura Wilson,"(4.323545, -164.007096)"
2323,Matthew Watts,"(1.316580, 28.992146)"
2324,Jack Moore,"(26.071909, -124.396609)"
2325,Dawn Wyatt,"(47.5516285, 36.068740)"
2326,Jacob Hill,"(-32.9950505, -90.061766)"
2327,Nicole Gutierrez,"(-38.9586925, 153.437144)"
2328,Karen Wood,"(81.1247135, 79.535813)"
2329,Dawn Parker,"(67.3983305, -144.083033)"
2330,Michael Fitzgerald,"(-29.1319395, 172.737994)"
2331,Mary Adkins,"(42.707824, 119.282859)"
2332,Michael Martin,"(32.904028, 27.917004)"
2333,James Morgan,"(-3.5063375, 164.954263)"
2334,Melissa Mann,"(9.018002, -73.101983)"
2335,Vincent Smith,"(-78.7352055, -160.468915)"
2336,Charles Frost,"(31.576946, -79.025034)"
2337,Austin Walker,"(-89.000954, 126.520702)"
2338,Andrew Cruz,"(5.407722, -170.808058)"
2339,Miss Kelly Dawson,"(88.396899, 20.004490)"
2340,Theresa Wilkins,"(84.138597, 1.851929)"
2341,Jessica Harris,"(21.5439725, -176.006861)"
2342,Regina Mitchell,"(-5.3971515, 68.829616)"
2343,Kyle Black,"(-67.122517, -108.016556)"
2344,Christopher Johnson,"(-64.2362755, 139.249478)"
2345,Aaron Moore,"(49.7244615, 121.405926)"
2346,Penny Gomez MD,"(-58.728910, 138.302983)"
2347,Kelly Mclaughlin,"(-53.554438, 74.170694)"
2348,Brandon Mitchell,"(42.699835, 117.203716)"
2349,Suzanne Bailey,"(58.0702245, 2.913708)"
2350,Destiny Obrien,"(-57.8540365, 155.515621)"
2351,Timothy Andrews,"(-81.281191, 162.566749)"
2352,Jason Rodriguez,"(-4.887999, -47.909582)"
2353,Edward Arroyo,"(-6.2325215, 108.343452)"
2354,Tina Walter,"(24.2570315, -22.454523)"
2355,Laura Benson,"(-79.5474495, -122.783387)"
2356,Kristine Carrillo,"(-75.2594025, -18.828605)"
2357,Tonya Ellis,"(88.4622425, -106.491913)"
2358,Kevin Johnson,"(-20.668115, 23.786081)"
2359,Austin Schultz,"(-48.9195075, -29.317470)"
2360,Megan Hall MD,"(1.2522685, 41.206829)"
2361,Kelli Smith,"(-70.029142, 105.058229)"
2362,Danielle Davis,"(7.652857, -139.674734)"
2363,Samantha Jones,"(43.757910, -14.436994)"
2364,Karen Gomez,"(-9.5176455, 38.437142)"
2365,Debra Valentine,"(-83.8978615, -165.962019)"
2366,Susan Porter,"(-13.454230, -4.038496)"
2367,Nicolas Salas,"(-40.3995315, -130.030071)"
2368,Dale Wright,"(-53.1103315, 101.832717)"
2369,Brittney Rodriguez,"(71.8414575, 141.878775)"
2370,Megan Alvarado,"(-63.123539, 14.632974)"
2371,Pamela Weaver,"(-59.566349, -128.912835)"
2372,John Oliver,"(-19.079394, -0.800458)"
2373,William Prince PhD,"(-4.553848, -113.574590)"
2374,William Moon IV,"(-40.978597, 129.458493)"
2375,Kenneth Brown,"(-33.0083435, 132.581382)"
2376,Karen Fernandez,"(-68.836853, -55.703977)"
2377,Jennifer Parks,"(-76.825536, -31.547194)"
2378,William Wolfe,"(-6.385438, 115.390877)"
2379,Michael Smith,"(55.3058115, -137.231179)"
2380,Kevin Nguyen,"(57.3540195, 129.968797)"
2381,Debbie Dunn,"(56.583106, -20.438531)"
2382,John Austin,"(58.2748185, 173.207217)"
2383,Jonathan Clark,"(-10.128087, -126.078986)"
2384,Jacqueline Dickerson,"(18.3539125, -158.129259)"
2385,Christopher Anderson,"(-6.2770765, 45.577672)"
2386,Crystal Garcia,"(-65.0442335, 173.206038)"
2387,David Reynolds,"(-0.5394415, -35.555856)"
2388,Charles Haley,"(-76.027004, -106.506862)"
2389,Robert Thompson,"(-71.545720, -129.365039)"
2390,Dr. Samuel Holmes DDS,"(67.9217225, -177.847441)"
2391,Elizabeth Hart,"(-61.3233915, 76.075126)"
2392,Jennifer Vaughn,"(-78.5848235, 71.912241)"
2393,Robert Woods,"(6.9396125, 37.963517)"
2394,Joanna Cook,"(55.482464, -122.613367)"
2395,Justin Frederick,"(-19.0572725, -94.741172)"
2396,Alejandro Martinez,"(68.606122, 121.286837)"
2397,Tracey Gonzalez,"(-23.5418855, -135.971817)"
2398,Mariah Thompson,"(-0.325692, -89.601779)"
2399,Heather Nunez,"(-40.3047575, 168.153138)"
2400,Dr. Steve James,"(62.7438615, -124.233177)"
2401,Mark Thomas,"(79.339521, -170.956146)"
2402,Robert Rogers,"(36.2494025, -62.737795)"
2403,Laura Sweeney,"(-55.999583, -89.070398)"
2404,Christopher Perez,"(46.8173785, -51.909829)"
2405,Eddie Adams,"(19.4976395, -177.161837)"
2406,Denise Wallace,"(50.3850645, -33.265441)"
2407,Heidi Matthews,"(64.8042445, -79.309888)"
2408,Jennifer White,"(42.245480, 113.971061)"
2409,Nicholas Stanley,"(-26.136064, -148.125081)"
2410,Mercedes Miller,"(25.352921, -66.716202)"
2411,Brian Brown,"(74.6201795, 178.029702)"
2412,Kimberly Johnson,"(14.271375, -76.667496)"
2413,Phillip Miller,"(51.6751735, -22.854499)"
2414,Christopher Pena,"(2.413703, -106.872539)"
2415,Ellen Wright,"(18.5876695, 137.167298)"
2416,Mark Anderson,"(20.472737, 130.489465)"
2417,Alyssa Alvarado,"(-12.7811165, -35.388323)"
2418,Erika Alvarez,"(-23.1513375, 150.919095)"
2419,Kimberly Nelson,"(-56.539842, 45.606140)"
2420,Wayne Wolfe,"(-21.549152, 168.073606)"
2421,Kyle Welch,"(72.472149, 87.188433)"
2422,Kristy Mills,"(-89.610061, -118.468839)"
2423,Emily Reed,"(18.8626465, 137.149707)"
2424,Regina Ramos,"(-38.6845535, -44.205906)"
2425,David Torres,"(-55.5889815, 129.568364)"
2426,Robert Charles,"(-40.511796, 164.037917)"
2427,John Smith,"(65.7473565, -115.587714)"
2428,Theresa Woods,"(-23.2185905, -108.892213)"
2429,Jeffrey Carter,"(-79.2072315, -56.060320)"
2430,Adam Brooks,"(-22.892217, -155.001029)"
2431,Justin Foster,"(-70.619162, 31.913024)"
2432,Omar Price,"(-54.3082665, -62.889303)"
2433,Dennis Henderson,"(-15.764426, -119.541057)"
2434,Phillip Kent,"(64.2362295, -178.487279)"
2435,Melinda Mitchell,"(84.980457, -67.147070)"
2436,Rhonda Gutierrez,"(-60.2642435, -172.612698)"
2437,Catherine Roberts,"(20.959363, -122.579695)"
2438,Lisa Nelson,"(1.632318, -69.225575)"
2439,Chelsea Smith,"(30.0106495, -102.484591)"
2440,Joseph Lopez,"(-50.543330, 167.872671)"
2441,Derrick Espinoza,"(-56.9168995, 17.974815)"
2442,Crystal Hernandez,"(-2.728517, 40.722040)"
2443,Glenn Collins DDS,"(11.663120, 174.077224)"
2444,Mrs. Raven Rivera DVM,"(49.2820135, -32.325822)"
2445,Amy Rowe,"(29.027440, 176.009699)"
2446,John Lee,"(-35.897120, 160.940717)"
2447,Ruth Clayton,"(-50.831112, -68.985046)"
2448,Randy Wright,"(14.478041, 9.611096)"
2449,Jessica Rojas,"(-39.5339485, 177.479249)"
2450,Joel Wise,"(87.7857565, -49.664651)"
2451,Vickie Kennedy,"(41.510108, 82.483443)"
2452,Emily Morris,"(-16.476214, 54.854620)"
2453,Amanda Pineda,"(-76.864533, -44.648795)"
2454,Dawn Little,"(-89.1792865, 52.622617)"
2455,Stephen Boyer,"(34.441983, -94.849535)"
2456,Brian Chen,"(-73.5168285, -148.006618)"
2457,Christopher Hill,"(33.144125, 101.471752)"
2458,Richard Smith,"(-12.4025825, -70.564298)"
2459,Richard Alvarez,"(20.972384, -120.720602)"
2460,Jacqueline Davis,"(-12.9026695, -104.463411)"
2461,Brandon Montgomery,"(-13.912997, -30.036877)"
2462,Yolanda Garrett,"(-42.470797, 48.788765)"
2463,Matthew Miles,"(-86.3042835, 74.065548)"
2464,Beth Hall,"(52.1613665, -144.944999)"
2465,Dr. Nicole Trujillo,"(67.4332205, 63.969743)"
2466,Corey Norris,"(3.3733895, -17.223053)"
2467,Chad Roach,"(82.9395475, -59.571405)"
2468,Mr. Edward Terry,"(30.619613, -72.129746)"
2469,Cody Bailey,"(-16.0150085, 75.998958)"
2470,Denise Guerra,"(14.849521, -35.238400)"
2471,Kristen Jones,"(-46.927305, 77.886099)"
2472,Edward Baker,"(-30.7923575, 55.218871)"
2473,Aaron Little,"(-54.167427, -170.794933)"
2474,Cody Smith,"(-27.0731015, 166.400040)"
2475,Patty Allen,"(40.4334775, 26.470700)"
2476,Mary Ryan,"(-31.2467565, 116.216679)"
2477,Joseph Jimenez,"(46.8209365, 164.611261)"
2478,Lisa Morris,"(-51.159492, -121.038474)"
2479,Ashley Mills,"(-18.146327, 19.090031)"
2480,Russell Anderson,"(50.130887, -43.199292)"
2481,Christina Washington,"(-63.4692885, -34.071988)"
2482,Kenneth Huff,"(86.7094015, 97.283370)"
2483,Kelly Miles,"(-6.7267115, 36.742703)"
2484,Jacob Obrien,"(-84.5508765, -146.194433)"
2485,Timothy Clark,"(62.244742, -122.490842)"
2486,Steve Miller PhD,"(-25.2464515, -28.165747)"
2487,Justin Hurley,"(-22.3277525, -48.845554)"
2488,Jacob Erickson,"(89.434854, 118.477804)"
2489,Deborah Williams,"(74.7104165, 128.385989)"
2490,Eric Blackburn,"(52.2491335, -81.780948)"
2491,Anne Hardy,"(78.448439, 86.844543)"
2492,Chelsey Fox,"(51.821912, -178.190295)"
2493,Mario White,"(-49.9772665, -169.493413)"
2494,Jennifer Garcia,"(-2.120494, 117.357975)"
2495,Heather Ellis,"(22.6693835, 124.916407)"
2496,Sonya Jackson,"(1.6160165, -179.215892)"
2497,James Morgan,"(39.1226225, -76.158890)"
2498,Zachary Ramos,"(-39.702747, -121.767636)"
2499,Ethan Frey,"(-7.7680055, 48.088897)"
2500,Jacob Duran,"(-22.577681, -34.002487)"
2501,Nicholas Franklin,"(67.3548125, -72.912125)"
2502,Cindy Cannon,"(78.8048425, 35.797234)"
2503,Dawn Nixon,"(89.807806, 142.966684)"
2504,James Barber,"(61.723926, 122.807011)"
2505,Ms. Kelly Holder,"(5.8012615, -128.412111)"
2506,Eric Walker,"(11.9844045, 73.324941)"
2507,Alison Short,"(77.6699475, -74.629024)"
2508,Desiree Spencer,"(-24.264435, -5.669931)"
2509,Tammy Moore,"(-77.704736, 0.468071)"
2510,Henry Taylor,"(5.7994205, 73.072267)"
2511,Kevin Hall,"(-25.2621915, 105.876238)"
2512,Anna Ross,"(-0.495786, 84.758184)"
2513,Morgan Cummings,"(-28.910081, 51.296437)"
2514,Carrie Petersen,"(60.977570, -171.178473)"
2515,Laura Velez,"(-69.526891, -124.598995)"
2516,Elizabeth Cross,"(61.708702, -106.450973)"
